# scale_pdf := (lambda >= 0) ? ( pdf * (lambda^2 + pi^2) ) : ( pdf * sqrt(2 pi) * exp(sigma) / sqrt(sigma) )
# sigma := exp(-lambda-1)
lambda,scaled_pdf,error
12.375,1.2922487554946364919562506401285220819014733790073474876019926459572993090282841335702369961561021634172211606521447454157626564273221641504021430189640658595030207403966,1.14534117e-160
12.4375,1.2916525230173359746148563002959183452779914077857487529706203566024893901374459343715048726400274909589684981170184801150884879975482132306858485240414608017470299401082,1.15623726e-160
12.5,1.2910578119660416970095441183435088191989532861252413214754249566926973282763376611178477385892061454207720948191851923034817749315984257604258008184344383466228570558738,1.16718824e-160
12.5625,1.2904646345534059929504976969563441325933352925095990658727616652875182314876756553872805893073535757118663582066883864262069064344168868090353201860784450810592640412463,1.17819411e-160
12.625,1.2898730024933470531786382144798247620263839640134933122546484168176850122658559852587410085332661088074685849192588454716903587005733176390109563561610608646943594310128,1.18925487e-160
12.6875,1.2892829270120332170413461271785478688541499493740425792406231105607338822782080535582176689926823852925855933706940857267896120631468578838362492539639482133787110253947,1.20037053e-160
12.75,1.2886944188587277807104498787855208944525021854473495229359670493802135165990450858727960616581476127986586620499763789722567486384631515222491265153507051791813351400251,1.21154107e-160
12.8125,1.2881074883164902337408871634092563361341758231041609973933080527051389631768595986596599006391008363141257939170387344611077269239558144532949630087345791466584274377706,1.22276651e-160
12.875,1.2875221452127303616709093457419479590544445331943620286767122978593440264293215171769009646606801608701413831680653821593037685608999757006103297492366362844621383336153,1.23404685e-160
12.9375,1.286938398929612140965881814141783864612724194136642313278375132238850364798988671439994570560473444558437568757832489880098866657459516081629151045956846127221013072975,1.24538207e-160
13,1.2863562584143048062393162251731745039765211959204035933434529545305661793954187184157154518043929334358265338203293122617893433592808287454243287581801414148134438622357,1.25677219e-160
13.0625,1.2857757321890788905379276150106375666517858817504984472197116404015940103047666304957534674848383714141664933032758198558370334127140004737189964968130401227212578749795,1.26821719e-160
13.125,1.285196828361245429611308198941959908180626780899136401866164454574672505413409280992816673579597450649277166842507014801668608517782807697570028137597721202696543192751,1.27971709e-160
13.1875,1.2846195546329368824361156293512848608969143026019278000273968437368293743923951777262795610188933955951705747715472111196748676920150095659950704389955468720232734011466,1.29127189e-160
13.25,1.2840439183107286546475773658410851627029403511696318801319726741068332073750484392254847343912133641040006914678054643293274846102186777246425593093731654065437465293789,1.30288157e-160
13.3125,1.2834699263151004206559139626442772145525829194328772602316607819215747528919051607089738248161256822059112124186782613727010556303782623055136951170685133970098573341646,1.31454615e-160
13.375,1.2828975851897367256970547418873761711287189779234154901088003777310382466469868659713142379091449682517222148104409438241983540022310123018324061845127971926646861417595,1.32626562e-160
13.4375,1.2823269011106666123937756985572937421463486992357763166761157906392530578918566855868628786779825401765295170424825001765271604611503581364539905295750833964502864204481,1.33803998e-160
13.5,1.2817578798952422590018930952668806452035264513282872798115336594433592169819776125213491213043603719894268284104748796644354818349479085010380392970811140529374919659549,1.34986923e-160
13.5625,1.2811905270109568397173578120144104575550772330428947281145536651063565698956030361341410420234860645178936882655946912954185433428564781626573252209169447248980547738986,1.36175338e-160
13.625,1.2806248475841020224743025033458139083999585769295192453969402892208169628943213918841123418695541367559594510177079351175024835282797363596628339738484800774676648680594,1.37369241e-160
13.6875,1.2800608464082657077457304952557168219221770015885140908198467633225515934733405203623874228233135825919411066473785084997791698523262350704063405815187552467637934655746,1.38568634e-160
13.75,1.2794985279526707840707158488129215858787693716521241693835205094745060079148743937541301568681049505734366746139068751200832846274942554628838019202370203372304408348894,1.39773517e-160
13.8125,1.2789378963703558334107620716124324721675516550826245863079076214095291307732825558803717941000738096138916521702038502229577824469659810611033528717260962838608287660128,1.40983888e-160
13.875,1.2783789555061988629563429882429276357289848589024045897192296908988652561483753463065663863613481371176233257285812894937767319147412958967610528726532906283131761307671,1.42199749e-160
13.9375,1.2778217089047852705763369804225307996004166129494829342505639915813727961729382615711640011167594003672674731934641241376527436661860542224634054094815961878561605206753,1.43421098e-160
14,1.2772661598181213695860339033745403331244082130513887698367525830725659552060372809483865530629076910691494228682043018976859753840483181672335022665340280210824944512363,1.44647937e-160
14.0625,1.2767123112131949057091964727225541637658776421870379456271282631302683626475995535173100011651110449558133427758367289091313934749203891744361345619996334983700498482678,1.45880266e-160
14.125,1.2761601657793840957825654809031639269758408541718471828239713905476928634214785964250914211634882797434679240575742942701568210732329309397480761259478195950059783488857,1.47118083e-160
14.1875,1.2756097259357168046071427691192029864338905949510202814734856724767332845679158726433059142437468749909881286824454021046334614134047419270598678483652564468460101845149,1.48361390e-160
14.25,1.2750609938379815540559295144096677752056584692450811583326514454445066019258613283330706393248241447083790577045642422740447543464554637725026378926600369037506795109442,1.49610186e-160
14.3125,1.274513971385692127727936084460195177526411783842735808099598488522657315782508493594046824371070931206804989154582606341609298173057570653256844399661317868458127041761,1.50864471e-160
14.375,1.2739686602289075956800919732591687958375075096580548724001427958060795837433335259898091655555741229266536772193836180051807247632490318541910501541772655954792408781304,1.52124245e-160
14.4375,1.2734250617749096376228338712994451814431459683098035787459705012286013274036300615132067048823075122038039584612439083062949964827211851166204047528705466966222747832739,1.53389508e-160
14.5,1.2728831771947390899482512004940492510204673723470589231268098261930443024204475429689571849752561635756861144150708879936753398880705599317721379962255842748076786764887,1.54660261e-160
14.5625,1.272343007429593682556323259034508664030345649660373523970030309246567522609300587539174822444057449273171884557208648037153189877155713681136381350165083860634173683685,1.55936503e-160
14.625,1.2718045531970889661094950150857781979055028454073828898396875412985382697016214893354959708247297032956345519302144418641140555895512597084179645033728931491429977881276,1.57218234e-160
14.6875,1.2712678149973844595048182695088958878907285207740620889245339698370356472395377951145030539585097076660131922863521306675525100987792474947543027295398014541649625371463,1.58505455e-160
14.75,1.2707327931191770714057385450726432952218711941918747225565035848598787709862173151971045040570565843472155053432581136814553170039969167290207070717947817899869307135823,1.59798164e-160
14.8125,1.2701994876455638689969348354100804053276308599488693099384596606746900060460356294222184132936117453305537412937919720446417057779182247995581939821323880757199121965159,1.61096363e-160
14.875,1.2696678984597762820665092973275128234672592347431817564765806252955520183930468728116323237028599428087342912932857079720159065401329465719652329541230408355429152520759,1.62400051e-160
14.9375,1.2691380252507878414092677651137723621168592521314347862227301724089611907178721854000046585694125176167437755168373682270967763384495327902512523719366521629876920290164,1.63709228e-160
15,1.2686098675187975576910469476026979193573084568410922275415391040462276218199837885546413284441134187423084277127876915313851288408337701620064518615293880469241744563771,1.65023895e-160
15.0625,1.2680834245805910506057216442697837684777172963709218970092413177755996975808049765018008119724245719481397648575887074867880904839781970972270370256913690614117885591841,1.66344050e-160
15.125,1.2675586955747815386640037966354086551398939565504953344600189266499560846954120539815579366491351525438591576564860982097000509580467015058157611542371466920780161591963,1.67669695e-160
15.1875,1.2670356794669327975295139940002289582951090819113680418747266053540103630277275581300102546130213894855594967766896303328994298257574140414036214681959467525733594208255,1.69000829e-160
15.25,1.2665143750545661896997434156540984766068799054451707565056993578339306025350382581069122339119911073979095805794506938938344185732309551916162589422426350013852278969573,1.70337452e-160
15.3125,1.2659947809720538607390737919518273519163616049241736384196106807896490220726983130713129601395779019382571477635305452174231173169112175097371154513736778663550328207597,1.71679565e-160
15.375,1.2654768956954001874153125119118995494001011437576154888780025788585546594069450060784041518175951890469496530174341163330928920044874979808585144724058603445251589686736,1.73027167e-160
15.4375,1.264960717546913551164105342527737547539443975501286934360906069825377953669709317890203395835394095848569735259192509275320353918843063857327307108895237969751074149243,1.74380258e-160
15.5,1.2644462446997704964883472037565933777634825567655971267216195978166883378075055190256335659182593410926763110252454433460819041452143385580828202179089769993875869496622,1.75738838e-160
15.5625,1.2639334751824743183616845738101299878963715838556326664172764375019442345353081858558537446417111105988439676319928133985921273792246173441666838498842465975639553379757,1.77102907e-160
15.625,1.2634224068832101056045988730585633201614474377627712469600241906410805398401758126429578439695286645698709596325487503518875616613445029961402231653877991849908824597704,1.78472466e-160
15.6875,1.2629130375540982486861077308658054761404084517932725866593573279551596266577037246637168684772140359287528586051868322421899567963776356080527505670608949662478279059783,1.79847513e-160
15.75,1.2624053648153484006117077108552312443772253752811090879143436709958717313006501213574155943635885102975966059730047719315284952795813152628652284649634504556192483031704,1.81228050e-160
15.8125,1.2618993861593158586174521838665834652926414455665272263494434318980317122394200963564356473030616551057584391993406480156391282904430727737839118758623490657742485747468,1.82614077e-160
15.875,1.2613950989544623124209762083477553175841995700122519501110004600434199631847122669585408057641953446710630930303004031985109933510162323371056379398640563271216865356722,1.84005592e-160
15.9375,1.2608925004492228818946612916148235895158675071307592236653064789776543270346368994877089511725171938044388509022341802254731254724551589010830825403681671541471902655047,1.85402597e-160
16,1.2603915877757813433281401768653334972703892741923683924201669577566279718993611864158889182423477428460780819678567313535792760441582523687814529960841934176386272989706,1.86805090e-160
16.125,1.259394807893793980011653362991395079572193775161578393017133339454330717273676174221528497058920642338972274316628420789819156725415646870401717114152979120024230948754,1.89626546e-160
16.25,1.2584047341787969596503488582341550990769819163117964982131814100166051379916759291385510799953323919529086177365532813585390161231352349543857731862762303179095370261377,1.92469958e-160
16.375,1.2574213398679224672555981263481039931962244947869035055625129681658910159874727298419784966058954064934071358980125137143779408722746652702713255784875890765060280207644,1.95335327e-160
16.5,1.2564445966708716938635785827838807367004928792842592804786428760345296152932116824205486955474347453612684989238817559355839311727446191870386941216719820164996873612642,1.98222653e-160
16.625,1.2554744748705763512689655336101354986786400245991308310901756219767146158014296274735520538695826945907911526786607325837943898666739126683119705602934037059566053868327,2.01131936e-160
16.75,1.254510943419002783673037645183684538983816775573450063264345881130482105075401436121973522716794752810161171590591044328660469398470618628463466680507978100853054541162,2.04063175e-160
16.875,1.2535539700283062949783738019447045505082554814034900895978083959254006555810389734310244733075450760454572924498317534361507726453995004635378945978333576341237980812776,2.07016372e-160
17,1.2526035212575362694540714624224121125908835556282716270829949872649479332586465233281769886615425052717031805562368383332132772082850144436140333030106217106297566036505,2.09991525e-160
17.125,1.2516595625950856430222942830354059439549643418976534553988277035611382219758955286812431850431721962523707719882354226195132529473527208735647042154530215334138949691439,2.12988635e-160
17.25,1.2507220585370713161890603320926049660704623553865197177563647828777118886868774572707852574911214528498942442930812991670915749942904482562410430866894328566062194809712,2.16007702e-160
17.375,1.249790972661825215946210832319480338512811898623910093325407993783570737433957104185142741231247447273678228112699876584003857244042681285336893522595132015522932392421,2.19048726e-160
17.5,1.2488662677006689363503765247143569693382653983425896857677623238833304506020220016175469554804175435735646481512353628695681833613242404178683206761768143031156226453911,2.22111707e-160
17.625,1.2479479056051382353380349804614741150736637973261901286371752930001695523028186796009233505261571497817305508540771389557423586136625658467442303184505071094004712041391,2.81496618e-161
17.75,1.2470358476108171544498298004442285997316683448660938372559122804857828098482772324825154770883105859564443647213143118684392686467234906265816054804552936229884750503525,2.85380248e-161
17.875,1.2461300542979351711535148587015520570338904654283048202822414349313574348968710523038637617663522229040286564632210481084911421525723782244791832136608064287981304799437,2.89291324e-161
18,1.245230485648874600282410453713345082804944271448544057104593442204009181667096414093382356260128968414004509869229853123010988381452477832800691246264954903267602566896,2.93229846e-161
18.125,1.2443371011027294392864509053368770833398526380994196137570523627199041872259794637127744756368414239702358248823730670363138384765925744509332105462638311534654742991081,2.97195814e-161
18.25,1.2434498596070510070202388738752929156233423915658856796611931544340908385631491908853199176560378453357475527022338520837898994666972029919868675637813330119880624555054,3.01189229e-161
18.375,1.242568719666910061397367547701808228573411816731164904864500007633928252153451064453594846179576475812546098716862761400309754635725111210413172215264713037519360518333,3.05210090e-161
18.5,1.241693639391399599637764527317881533990673144656674374892546927117893516904786865544409356379221479502993382446405862034072162728942904493033106125007087379829321543702,3.09258397e-161
18.625,1.240824576537697246943736842291373697908207447138759378821355214774455501047056675672380388789852909511254370167433557105269684277469311763279009841177901159787269409603,3.13334150e-161
18.75,1.2399614885528010250755160872423773634957809774130047256375937450212501110317345366270527610278090034976818957270130353370487943095506274776456659337777499910414229683019,3.17437349e-161
18.875,1.239104332613047360337975386830351773456196499608259600520247992248317361421407313798764255283480298136928664811552701012155477921195677630875219108322026328906816101416,3.21567994e-161
19,1.2382530656615154390292007816617379888104160437396693889382764596113777554021039363838750322598199161796620856315237006150206581938245434436152646654656210824064959026921,3.25726086e-161
19.125,1.237407644443417444873590926450900196853727200012452614593391841925269663531729552123633337522645453532006448756348511550901178460055287716453992574391746056620224756133,3.29911623e-161
19.25,1.2365680255395698142577937429306642949596441895927937547638258527042658380242697707105602984153814143216855748029888764953646666758474435817360515969911957863875561301784,3.34124607e-161
19.375,1.2357341653980364176525331431229488307132647112834229724007491253722850790584562360742302330718931536542888932688691850382041074770434946921203240481277494192152160857439,3.38365037e-161
19.5,1.2349060203640305155237773223138430004794362142738376923414411722311627226051520675862097114874628391411100700942623794415026389361522281052854190032882183124357064406854,3.42632913e-161
19.625,1.2340835467081584401154251247236030722178890836654010038498750020615781698167232672589659910975668996270798553821256964552370453851951741881694651197498162653699858565854,3.46928236e-161
19.75,1.2332667006530842163066819031389716233586757982169968634626857244509931494152771317363748269830142595471733934189143239642414389427541930634498701252998179592419276399368,3.51251004e-161
19.875,1.2324554383986907507321748947296449797624310994217696158336048478387317661105325413884745589668777579145544732470274147838959090843254644142970451515570083678492868351597,3.55601219e-161
20,1.2316497161458097838095963661227626166566365142232262183752255311226180193701333820325785383306634640581764426732624844088587872976494843336683398176247055216519801866302,3.59978880e-161
20.125,1.2308494901185895094844988305253646745409193177893990531206453187245596180868836664762304841335093073536877020731467838623813702487633686018517385933096316713439257710494,3.64383987e-161
20.25,1.2300547165855656175752216620118777816077489992321627818944337898608561370841207326559179564896957414574185117053524653449980758256249405991898998223168808434795842187431,3.68816540e-161
20.375,1.2292653518794984987780677236320176394862478071655136249217068453143110901581991027035430960915300638207502709727308039531188347962517700372921296838666088972891083264476,3.73276540e-161
20.5,1.2284813524160364678899209464636988219703101372270029822640495889990688389714555700239750541956023705409526573714833008356351486012438993514520654760067790162282707163309,3.77763985e-161
20.625,1.2277026747112621018815156398905631440441084191142530476413602860301563155463220113959701020154167064720537990406044352242885769025580739512095869679281398133237213839153,3.82278877e-161
20.75,1.2269292753981761514298412476926812998973358448916951955548338522808039716859788869554552354268292093789121308504702384278016292218556490506490405737995200589147109868311,3.86821215e-161
20.875,1.2261611112421709627896000416009436430402181013936319672523556266976783824783731218716111815710683237024497960087232216794974884758057939082036878074603831948587969722593,3.91390999e-161
21,1.2253981391555429369373284031598844951152074803899987245093797933553675248222682137579263287624749511638567775203108439160622991173692143084128332411470671515098448607626,3.95988229e-161
21.125,1.2246403162110912503432468007581129791787010518659985979306708525063928153464346363862866877684495161321303268428607594851845653851575729132756890509700567807395655058699,4.00612905e-161
21.25,1.2238875996548478622081675122941886686080642791568519707269075075315701306361120810248637942746289943932772293651041352745118675825663715987654056413888441606400564780041,4.05265028e-161
21.375,1.2231399469179817323528009461491666289420570359861427042033881939281448827525402188118936980517216355950343756869695705779595733993790654688615732621666770195040375853527,4.09944597e-161
21.5,1.2223973156279181680901735932436588278334987203549756504687837433359656618886092534749001470277469807338945509589059988992629473339537626449657183156647196144345518797813,4.14651612e-161
21.625,1.2216596636187123033963248939692999571553486257055301785005911411476590421212799067847206485333345242444623268342967493125860902355485257074347606285913602257845632131604,4.19386073e-161
21.75,1.2209269489407138856920896655739876222429790492156141583843011083239972418422269869734977868394714222183395623936177785523094086004680990224634755489680966826284018414053,4.24147980e-161
21.875,1.2201991298695588008573549145071837388388839969234751968185106515819952773204046983629683957498931090866576937349625754656808487585258074374903899579922732332851307617136,4.28937333e-161
22,1.219476164914521102142536097373308296598879089195242277947232469071697514143545184610734900753286577425868129321116199841431066633552607426478031952357029429548310650812,4.33754133e-161
22.125,1.2187580128262577199697444226055462686705360038160492450115623652838841866028896996859497990410068568987533761836074480184582543985958108834173262012165503755917207633711,4.38598379e-161
22.25,1.2180446326039765139026504704327347502772573429377597494771833676143838109147441514603984945496567548737795755857296579302070965795759508884521101356911694802634556937901,4.43470071e-161
22.375,1.2173359835020568821072255845440125182582395128762413448899636571566415231168284717445984893276126240874482253109194648336753708465441052019525893691467033137547564405196,4.48369209e-161
22.5,1.2166320250361507643447208307875309835418364957965672699155855289576390580532076736804526600110249943363830355266870487499013162310562502755029975228698629153596509065327,4.53295793e-161
22.625,1.2159327169887905589720769317372798741801346465670861576479854910027378895513953459010769565247550404139680807283340701745880623647095090675712068150983377810190062185649,4.58249823e-161
22.75,1.2152380194145292197288719804491302163623016361658587010328754672999670715233667395830648445262656802003764387295085665533497987638335670660310214909287859116470239716274,4.63231300e-161
22.875,1.2145478926446366015333469691021077023569747637567742618858265469695145445473055015773695793984318473246731534680214904643237581974597516803958815702751395395445128980318,4.68240223e-161
23,1.2138622972913749834735180141800045887665975339956777474938870353505284206137166992228250808972152120185070383006163531688526017640476176499214026355591260100172760500072,4.73276592e-161
23.125,1.2131811942518756091513996088920132764306633658263215904446796117023462617329889565991079336435181529355662894898298730994076982339312748554136474067403642120424413543953,4.78340407e-161
23.25,1.2125045447116370471122478059514944049735578224936591103813558220842598034601969074035120390187057811270789976033033484765584401672992204189048550584761706701115099450172,4.83431668e-161
23.375,1.2118323101476651849613654998099811934786962850063445561036356986657850270518526724157598812846064484809064437163806556739572125848056830652113552692954114777056530707633,4.88550376e-161
23.5,1.2111644523312737277315331434734596177834504747792350492248800451927313746435278939357016887290546124378838654768475628568283744288191401548407075534968438523570010480732,4.93696530e-161
23.625,1.2105009333305631720026196835416708894984437362818860077419566539484067846699421664317555944649591561592552680139801121023551302395439605966745107357730116202965912174956,4.98870129e-161
23.75,1.2098417155125953701711006611535167642814216130761671505701148338580942036240959401976431917142400526494946192322613698674467699036486537894265765164447320274956236406942,5.04071176e-161
23.875,1.2091867615452799821891052990977956984859079419230917418570129748762233169760397990571363239852512714131498467013271801573502843550045902740503463845175363570178254653754,5.09299668e-161
24,1.2085360343989883331933422649835611747667642514000773004829266325968068735576302505137753359367621536886258267728734714330199523755589033295586695348651831856183039455588,5.14555606e-161
24.125,1.2078894973479094529587754281338617703844671140448693475284285594275033921692673649633977619235987561854876459542852242511692223926562182665047467600245353262476420070547,5.19838991e-161
24.25,1.2072471139711623653538852990021725379220293057206656609257809736892319818821376893966089869864874490111866986009683916433366128110753990263210407805933921759235356646349,5.25149821e-161
24.375,1.2066088481536780213329978015608277967575545503296333003703341951612165967024879243654312819431667753155969119467603250517227062518391705055949953554043776577543007027776,5.30488098e-161
24.5,1.2059746640868636259382905351504569555987410336143826052896324965102732896368314747493722546015330177204848063128478928922926189513668628641989094344194367883343869602305,5.35853822e-161
24.625,1.2053445262690614968311089797351480827818576812090203037143514867420673941172824463923830772130191086364426637649462015785067686389433383909754660425763640498115148184612,5.41246991e-161
24.75,1.204718399505814007627290984634174898749408300012417254740753015783293114384969231516072333629053336386952308742254063976402067974230712533051974175314336346402738639205,5.46667606e-161
24.875,1.2040962489099456124364071141930177238605095712197459564585925068094725123359746281828399709882640685356834855934134636948668679852544962213342368686048872512745560984799,5.52115668e-161
25,1.2034780399014724172235234685910366962935467787363278161294768118416396144180890389078754229021021826619026859468682813346310850891643109926867869965037700800895508601643,5.57591176e-161
25.125,1.2028637382073492577062591001133593443054734309283742951060693630861238427469339894852730267333937060549807140899602819152540493774338375797249188596375741970297786066909,5.63094130e-161
25.25,1.2022533098610637613076198713128804403143144972682603827567798709522568731053993931290038408479746557361650324220141515931262446166772274431143780286841761806165831290847,5.68624530e-161
25.375,1.2016467212020864110980819962879456321646727867615698869342094085091261045798012385721461385658361511741174808627318754386605451214861493792484808537083955713349144083872,5.74182376e-161
25.5,1.201043938875185191621714539225530313381351264413618600936621069427414976135802124981353034486877574501164814424773274273012135631169480826202765388405249351274438645896,5.79767669e-161
25.625,1.2004449298296129790028517025755080471293625029160329415146321077708577062971182939719398979563810148958593212493977576477690931441325520017427777553735891196753185521051,5.85380408e-161
25.75,1.199849661318175439810889476665731660218664039209993921824118304883259420098324375741015436489034742204100622537915984050555568656835000397840670197233618118993165083284,5.91020593e-161
25.875,1.1992581008961868239048815000695057238825805270936472856511666414983249330106211523228340586116327256972643311761952635837293755556646970022916289170003689154055601945503,5.96688224e-161
26,1.1986702164203206750131822520164859755408530967503476319013342168205166071043786475758002353934930440326907841425195017353159864000464069542041595582371701918366646449061,6.02383301e-161
26.125,1.1980859760473621382936755780187340598205366122975208042877788181318090182788422181239418372751050210220875238125229896959542775176430117335250037835322765822055369749746,6.08105824e-161
26.25,1.197505348232868215773327561686863492903818916850154102481653410829376403774548611085853630296825844082925627546615828115843736531477399668826571167683410151135828746601,6.13855794e-161
26.375,1.1969283017297420076252807002861455425879628466456610326079642402577987961758160296263218445531294160819122878912835526578997730615208933577571560125690014516503670582155,6.19633210e-161
26.5,1.1963548055867266789862931001616640321775826966477179159074344644914463841069350176309168820260762561530252033696311619876563957944030368069320176234526176790085859819002,6.25438072e-161
26.625,1.1957848291468246077596869414940808198357025367716994473013452262662332878654837255910348580218079557919580574382344681415381925848064704208960389179956195049933856121839,6.31270380e-161
26.75,1.1952183420456468979340397185997384045262537608442433531185062278258641436516587523656849745352913532778141398798363223512783438761245882065375614510332346699922099880028,6.37130134e-161
26.875,1.1946553142096981847513391843638708206535220939534497525423322065757006300109181470081105148871050347899119905263057268031701488434362057554474038005766873292579143996872,6.43017335e-161
27,1.1940957158546014119852822323102872315088171512651926732222218176723805242327905151560624768612945750380930085451536349588072205180190586266645355121315541789544209220052,6.48931982e-161
27.125,1.1935395174832670270738598681139875701245953446875001966002579639587980310488237289764897500146202476545675591717884218498748532389378086466498971126531339364424229880292,6.54874075e-161
27.25,1.1929866898840108163500360943941206873226876304610246284539083168037911575384242854924308895357772348915184543474717091272196320847830039875977568531276012210397888212953,6.60843614e-161
27.375,1.1924372041286243896153212840510561822534711965767259151215433934391971993257953947954372553317509391288149379157738083859159441437361728760453441361006589624957176941375,6.66840599e-161
27.5,1.1918910315704021203127138731475490549567718158278633195178276123363185860743177355360697000406655079533844316287221227847725989628199546579677102202560741698776072248293,6.72865030e-161
27.625,1.1913481438421281541102833390066790485933877228925730061932985843331489576698883105532796834311784060633927033359946651264101227707638966917339452034220793560025570892931,6.78916908e-161
27.75,1.1908085128540269143590433988556271596334715954516209490693194991989263145691606079472048593652274723342424039342102556017532000535940891993818734490221647485572167692301,6.84996232e-161
27.875,1.1902721107916803572141370148152118049710317166051581222525409494725659347896220540164345658347648094023912016825497370717348413134180835215093292583226374267355382874888,6.91103002e-161
28,1.1897389101139150618021237926219644432858823812136535898400320879219461228623921681818206815103956763041325823761168020824007591889265032701056676881471527022923562783277,6.97237218e-161
28.125,1.1892088835506620812937617766046446783046132984666056099142124065522796141098193998047421736193457338173960649861103062132248888996536452420494109636278778272408752742452,7.03398881e-161
28.25,1.1886820041007923287336821929558861744832971373635227897365927706898305030472290532668129545770334481407530208875220570669302517313392242043157859727195358330103651321339,7.09587989e-161
28.375,1.188158245029930126635618847391006852162850337845272568029632801045162180159523967238381112985426802722752928599051673258676220791209235818512987351757204029439590120084,7.15804544e-161
28.5,1.1876375798682474113406859641575542246544505742109333443873751736566532110911380188309684899881413703285805863515483968187883243617982658302784150691027096285068931928617,7.22048545e-161
28.625,1.1871199824082409516385927991560241691605310203172585511905181763758679433353684531562184798145383680621474801926021525364278528657592244584641503503874755795654553302144,7.28319992e-161
28.75,1.1866054267024948158645720597298539797814264118267494006881695640097543566785896538713279184975774661473034946703647125641007102636104731265526202235738349509430095848028,7.34618886e-161
28.875,1.1860938870614302023193437361467309688328727078844486998536235738709811350139741571803921688979641527026467491471770220081454771820225452550850989872836927524177410830189,7.40945225e-161
29,1.1855853380510446341403533980404811609645397075914047206132392921365531020405722583497891481620751062425760227194359939228486807529009566710627158395742844775233632551626,7.47299011e-161
29.125,1.1850797544906424114174437445179704018552932288553942711332537891873547391590463254323685695523697869618099556774637202235746373705965990630112960739908196996135139490198,7.53680243e-161
29.25,1.1845771114505581101449695834328836396409645103459747458721955017961925595213823160500474224909322244670914359613628489090972480175158023993915822227396185918544059386524,7.60088921e-161
29.375,1.1840773842498748192967953449896876158414073106874380606800282163304694348716628717103035961958150327451671573833417233741069528694847699900066006897984453080784081007748,7.66525045e-161
29.5,1.1835805484541387136734273967079207311549891842643895693230561407664301863359570749866780301389909333207845084702064878622751741585828218949322890108639479563889522603213,7.72988616e-161
29.625,1.1830865798730714709851689954110869082431821383215295086452599307677601074590996411298187274698742690808110664559556813593970802739245479313766481679842224414350006084325,7.79479632e-161
29.75,1.1825954545582819566952092257933531184387106065989840130315293154486985933047303773332776003298519792924904144803960351376055909056883418176266947520944155994732453456438,7.85998095e-161
29.875,1.1821071488009785192551815331460706999344384821950671998930979757938418611611394463789931076844263336556911699232204018619460187134076543098260519005172534523050642026144,7.92544004e-161
30,1.1816216391296831613353553103485904151407655823592013963714196571193294293697160596525598377931891245530453062470194270821936275607355093208335573241865838790749408538377,7.99117360e-161
30.125,1.1811389023079487793034129593319660319271800196537317059251265568330064431038328558138239486280538121369268130275433118133292227518061508501625352296828344134131977277138,8.05718161e-161
30.25,1.1806589153320805933692124949108134987900991190132685603614711367491038567967935030693261414313426458378438896437301921866491292022934381283898021633843613834113983977021,8.12346409e-161
30.375,1.1801816554288628243254849563480416584063812406223950115021286024589314854792385252417256660569299419201488426857536396480162734261962663260523397366095728892680546749179,8.19002102e-161
30.5,1.1797071000532916095210788720954815724988194994501822110264842052603248138197568826126644509934632335849706109717575187714773488739394354167134407621572181162999418654852,8.25685242e-161
30.625,1.1792352268863150904563644551005380261199795558815281058204241889202324406996548141009374443840530303446100802000154716675425092049429213525978828897230204564885878024101,8.32395829e-161
30.75,1.1787660138325815470488423836117576685673130086382847924913775191796047692177654440922827989172032963594144887346978960572141322319085089123285448198808294970309216276756,8.39133861e-161
30.875,1.178299439018196399046506357870596178407086858233098964167806828690127129645365683766829496714828827517658319541408635455960356509811922307323883571257975529493707811041,8.45899340e-161
31,1.1778354807884888431389626688906785855600152781896287878329233237536299660846104165679074180976345597738480139703326010370510477972766379202199097480339045105456220713625,8.52692265e-161
31.125,1.1773741177057888449095342705253965221840094428979395459019507315211946973137200924893562690021398756375625951150890222817316302485764773551883116359331058418206077700593,8.59512636e-161
31.25,1.1769153285472151577690546381127361141214206206138018595013833885241752680760338760571234805722375334464747596814177876848684146630444939382676128407022291685598831618004,8.66360453e-161
31.375,1.1764590923024749963026674670720516179960802250088871031368856744526168759922159086918797500068347579885652722958840881601735067168512704197319934417944770145777767198141,8.73235716e-161
31.5,1.1760053881716759489387136083880361815684689348411503295429010725597256156092775680934911632405336224154028490098064086829496236089091194663316949568562997381610716317813,8.80138426e-161
31.625,1.1755541955631506744126284908587539091943769507780546787272129734591099747335670598244244557795364108097495030236207112944664231465855941562799325133755540782726102584483,8.87068581e-161
31.75,1.1751054940912948880522836644241299574010818278060959671679471476952294350188791431468341315692787484742235334138820250928272519320000079731698416990993088957086749496905,8.94026183e-161
31.875,1.1746592635744191073624278721541644595303501396915766835938904388293817300801227684507708935810181730692884459536440702789405144316272149368835896422635337822905067714711,9.01011232e-161
32,1.1742154840326145916471011350600425203504436670115632532926848838734588879249610707678583346820584718278238876052128139194231759560103101174410828838356478440989367671351,9.08023726e-161
32.25,1.1733351989507862797983241964960255471574408752449781660862202121573395050447854677238988590066052579873486760938903308430652963738099503987066333717817701434147789554964,9.22131053e-161
32.5,1.1724644829619920569651142641482267266034393174087919196340758141872891396563124238203164716257402335350096431696111277116839403054521780299560678458139320275954889984586,9.36348165e-161
32.75,1.1716031832768454618500759796027395638011678790501411866865646958469023593150228705119397011684580333455657452406783083826391337586151968938979258247738702785344649165248,9.50675062e-161
