x,pdf'(x),error,accurate_bits
2.147483648e9,-2.0194839744424693978374869917836908e-28,4.13760950E-50,72
4.294967296e9,-2.5243549336023478527005275689469211e-29,1.03439895E-50,71
8.589934592e9,-3.1554436447073571002001318035411597e-30,2.58599508E-51,70
1.7179869184e10,-3.9443045414720440314883127220587997e-31,6.46498605E-52,69
