stats,x,pdf
mode,-0.2227829812564085040618242831248056656316735729534176487940457130877586101998021330987551653326847752364369484319714863888536042374750271167934628857716,0.1806556338205509427830338852686311455672581126604668385021744519254029804971090569821649139750707539158428008905005572795199262734025634830248577274947
mode-eps,-0.2227829812564085040618242831248056656316735729534176487940457130877586102008021330987551653326847752364369484319714863888536042374750271167934628857716,0.1806556338205509427830338852686311455672581126604668385021744519254029804971090569821649139750707539158428008905005572795199262734025634830248577274947
mode+eps,-0.2227829812564085040618242831248056656316735729534176487940457130877586101988021330987551653326847752364369484319714863888536042374750271167934628857716,0.1806556338205509427830338852686311455672581126604668385021744519254029804971090569821649139750707539158428008905005572795199262734025634830248577274947
check : True
