quantile,x
0.4954,1.3206421164239928825393433397903876508409402055443292822880077851e0
0.4953,1.3198825977641851092639600261097491894775534488907931550792846736e0
0.4952,1.3191232626317340885588511596040058108812154747543091194476253118e0
0.4951,1.3183641109089179178540258855183756526956921074947887911250374481e0
0.495,1.3176051424780942054824499464772483033473780441671314427317971316e0
0.4949,1.3168463572216999872019962955701330501774472542878644333952238120e0
0.4948,1.3160877550222516428081634538640487432234086687098648801535681176e0
0.4947,1.3153293357623448128374299670826050951884236674871164546529522107e0
0.4946,1.3145710993246543153611135124306645439844608134824580717721903579e0
0.4945,1.3138130455919340628696034024194084451621414428796317864069131958e0
0.4944,1.3130551744470169792468354280605467349146688568357498136590168792e0
0.4943,1.3122974857728149168348781789509901686562505037811092065545187471e0
0.4942,1.3115399794523185735885001725612311185577825485924554690633614930e0
0.4941,1.3107826553685974103195873194726334971541251216598393366356590428e0
0.494,1.3100255134047995680312804453814939261464706968802300205799113264e0
0.4939,1.3092685534441517853417027844017825278774014626016023817779131466e0
0.4938,1.3085117753699593159971475515545788983425430389245042560577659826e0
0.4937,1.3077551790656058464745958953310616238004573603580918672174486047e0
0.4936,1.3069987644145534136734357238581613123854319450274622264575656076e0
0.4935,1.3062425313003423226962520904823192009582163440425225363357649463e0
0.4934,1.3054864796065910647185600165178761315423497375283757691849497560e0
0.4933,1.3047306092169962349473508204831187327714350685195158938222800247e0
0.4932,1.3039749200153324506683232143695981508128670982343944291258011531e0
0.4931,1.3032194118854522693816706183596773149650974129574478890329250357e0
0.493,1.3024640847112861070262963359240196654173955118067167269258404755e0
0.4929,1.3017089383768421562923284213955681939212450361000284171062916880e0
0.4928,1.3009539727662063050218062619301397446883847526223187349278701042e0
0.4927,1.3001991877635420546974110852267355013501400016220695726719981488e0
0.4926,1.2994445832530904390191127934937026746172315467796765621189744807e0
0.4925,1.2986901591191699425686057129106313557463714585745721692958376529e0
0.4924,1.2979359152461764195614060362509895908284643509989519133070994908e0
