lambda,cdf,ccdf
60,9.8228057795532755766277764926071713343952498657751514451218426313e-1,1.7719422044672442337222350739282866560475013422484855487815736872e-2
61,9.8258362830895326894271952059668827546197654332424696429736444044e-1,1.7416371691046731057280479403311724538023456675753035702635559561e-2
62,9.8287657842424205622451086867357543351179004802806398658839269911e-1,1.7123421575757943775489131326424566488209951971936013411607300891e-2
63,9.8315992194830945520304191225950081815436517142551745131634026640e-1,1.6840078051690544796958087740499181845634828574482548683659733603e-2
64,9.8343412102113905964671063998510532783195043850328506344165082011e-1,1.6565878978860940353289360014894672168049561496714936558349179889e-2
66,9.8395679139975234649687552428647861704548575762587429048943393549e-1,1.6043208600247653503124475713521382954514242374125709510566064509e-2
68,9.8444774471522166067342635471188599003271946802859732958641704496e-1,1.5552255284778339326573645288114009967280531971402670413582955044e-2
70,9.8490976814019517359007223410837671231868032446593967872541313763e-1,1.5090231859804826409927765891623287681319675534060321274586862366e-2
72,9.8534533282343013857798617201102746664706914782584672116058398519e-1,1.4654667176569861422013827988972533352930852174153278839416014806e-2
74,9.8575663730927363111576053340686834141087996243955756525576646760e-1,1.4243362690726368884239466593131658589120037560442434744233532399e-2
76,9.8614564400800405853737883915473520948010176155374174712934453250e-1,1.3854355991995941462621160845264790519898238446258252870655467498e-2
78,9.8651410997808429575027404025440066239577502902620589707135586856e-1,1.3485890021915704249725959745599337604224970973794102928644131438e-2
80,9.8686361302694164586319083144904351619659824712714576081779844386e-1,1.3136386973058354136809168550956483803401752872854239182201556141e-2
82,9.8719557393869134149240216429515564595090905893752540961184128580e-1,1.2804426061308658507597835704844354049090941062474590388158714201e-2
84,9.8751127548179937096892966009240903980085824423446283679665201888e-1,1.2488724518200629031070339907590960199141755765537163203347981117e-2
86,9.8781187872703338319997538037631060913032820278259742676751949674e-1,1.2188121272966616800024619623689390869671797217402573232480503262e-2
88,9.8809843710868482685930741988890868511768786024883123820338465703e-1,1.1901562891315173140692580111091314882312139751168761796615342973e-2
90,9.8837190858430850224095977009902058315776066541476005187400236475e-1,1.1628091415691497759040229900979416842239334585239948125997635253e-2
92,9.8863316618582275623208785663196450799275543435764363083639651969e-1,1.1366833814177243767912143368035492007244565642356369163603480311e-2
94,9.8888300720446025863290184957146698658555586008697568289575750058e-1,1.1116992795539741367098150428533013414444139913024317104242499416e-2
96,9.8912216121122797919690110709070510550290069554396733250682620678e-1,1.0877838788772020803098892909294894497099304456032667493173793225e-2
98,9.8935129708126856893315539743093038083884363750050482545990711720e-1,1.0648702918731431066844602569069619161156362499495174540092882800e-2
100,9.8957102916328982690043180542552825236632580331587705911090864996e-1,1.0428970836710173099568194574471747633674196684122940889091350035e-2
102,9.8978192271285098457289117827763807521948012899331352562721811763e-1,1.0218077287149015427108821722361924780519871006686474372781882373e-2
104,9.8998449868982484642870678818707215255705451191543486103217572544e-1,1.0015501310175153571293211812927847442945488084565138967824274559e-2
106,9.9017923800505026949716076981639016777234179372116953717152643546e-1,9.8207619949497305028392301836098322276582062788304628284735645361e-3
108,9.9036658528845929624628368438998359779887510009183634295661567519e-1,9.6334147115407037537163156100164022011248999081636570433843248123e-3
110,9.9054695224033566645308019411163353740620637892265444745268716351e-1,9.4530477596643335469198058883664625937936210773455525473128364886e-3
112,9.9072072061845792703357479367236771445617592452050079348825575097e-1,9.2792793815420729664252063276322855438240754794992065117442490308e-3
114,9.9088824490639598875049077220046701672661706852997002446115472172e-1,9.1117550936040112495092277995329832733829314700299755388452782835e-3
116,9.9104985470191804366572020401620005398361699946776349360085481313e-1,8.9501452980819563342797959837999460163830005322365063991451868721e-3
118,9.9120585685912488118959884361340572883268072429970448929185538000e-1,8.7941431408751188104011563865942711673192757002955107081446200006e-3
120,9.9135653741339745064858435111628536597270825250238826693773851007e-1,8.6434625866025493514156488837146340272917474976117330622614899305e-3
122,9.9150216331438731925550495607944802406186646666791537029186094139e-1,8.4978366856126807444950439205519759381335333320846297081390586105e-3
124,9.9164298398898866782366366701645900895452392405601538185019003592e-1,8.3570160110113321763363329835409910454760759439846181498099640792e-3
126,9.9177923275341416947573520176246077775458891341410885415288528703e-1,8.2207672465858305242647982375392222454110865858911458471147129679e-3
128,9.9191112809108069571847480718360040484535639692433338695098620789e-1,8.0888719089193042815251928163995951546436030756666130490137921099e-3
132,9.9216266509903504693384436351221628063352856950279795159031637725e-1,7.8373349009649530661556364877837193664714304972020484096836227494e-3
136,9.9239908766129174988812180319863325271429361812011644998372057561e-1,7.6009123387082501118781968013667472857063818798835500162794243868e-3
140,9.9262171507440054230054665110110004195069322748975987101932984968e-1,7.3782849255994576994533488988999580493067725102401289806701503174e-3
144,9.9283171770302689204904014677270262896502887731043352953385002830e-1,7.1682822969731079509598532272973710349711226895664704661499716968e-3
148,9.9303013738980436276514847576516866245445562564599555235357448543e-1,6.9698626101956372348515242348313375455443743540044476464255145736e-3
152,9.9321790460210667385551707699870179687072425749155442827407087282e-1,6.7820953978933261444829230012982031292757425084455717259291271822e-3
156,9.9339585290800981701392888613614216796837877912023474903883685544e-1,6.6041470919901829860711138638578320316212208797652509611631445571e-3
160,9.9356473125406111069318020977508959114466242507897684179049334307e-1,6.4352687459388893068197902249104088553375749210231582095066569259e-3
164,9.9372521442432417604499075862772693117475893494236486048441241225e-1,6.2747855756758239550092413722730688252410650576351395155875877508e-3
168,9.9387791198716339601832718316746831801555094320678961216753573959e-1,6.1220880128366039816728168325316819844490567932103878324642604056e-3
172,9.9402337597864536522499864485597013951267298676680668681361440191e-1,5.9766240213546347750013551440298604873270132331933131863855980947e-3
176,9.9416210752573471758876613063039027131029596271329889782079224907e-1,5.8378924742652824112338693696097286897040372867011021792077509346e-3
180,9.9429456257598434819994706015257066599920088360856944808846568785e-1,5.7054374240156518000529398474293340007991163914305519115343121537e-3
184,9.9442115687114390555976386730135663097576239471810821858002235012e-1,5.5788431288560944402361326986433690242376052818917814199776498847e-3
188,9.9454227027849070227073541989181972523706140625111684710298142151e-1,5.4577297215092977292645801081802747629385937488831528970185784921e-3
192,9.9465825057453575733398475897323483917936569028651864313333539903e-1,5.3417494254642426660152410267651608206343097134813568666646009678e-3
196,9.9476941676015515999975660691596777591145131283164993845641779641e-1,5.2305832398448400002433930840322240885486871683500615435822035881e-3
200,9.9487606197342774362687204669247454103601480721481017906047013378e-1,5.1239380265722563731279533075254589639851927851898209395298662205e-3
204,9.9497845605596409508056421138862226627320772101987967690868962029e-1,5.0215439440359049194357886113777337267922789801203230913103797151e-3
208,9.9507684781984848844741984550751667124779984838047837630554558765e-1,4.9231521801515115525801544924833287522001516195216236944544123548e-3
212,9.9517146705513586423418942746942914277220194810737982275581816747e-1,4.8285329448641357658105725305708572277980518926201772441818325347e-3
216,9.9526252631187345371829166085565610101487123733861122862194890284e-1,4.7374736881265462817083391443438989851287626613887713780510971645e-3
220,9.9535022248562986793549927803850219215939843896788087758419789265e-1,4.6497775143701320645007219614978078406015610321191224158021073455e-3
224,9.9543473823133600140419898588675666411714324257212360673863761950e-1,4.5652617686639985958010141132433358828567574278763932613623805014e-3
228,9.9551624322672900646809173635582374265025735629920485522426415285e-1,4.4837567732709935319082636441762573497426437007951447757358471453e-3
232,9.9559489530372724822776059177466598420909715487415851251298821440e-1,4.4051046962727517722394082253340157909028451258414874870117856021e-3
236,9.9567084146355664177078007251791208813088814132205571536795621883e-1,4.3291585364433582292199274820879118691118586779442846320437811659e-3
240,9.9574421878932053529772134474067842190376103327902963168649939004e-1,4.2557812106794647022786552593215780962389667209703683135006099563e-3
244,9.9581515526789367531268144778784637366959391361424793469089674384e-1,4.1848447321063246873185522121536263304060863857520653091032561559e-3
248,9.9588377053147431163406514552255476126453102529584374505342502963e-1,4.1162294685256883659348544774452387354689747041562549465749703700e-3
252,9.9595017652780475930000652337105203958049952143588368259043995481e-1,4.0498234721952406999934766289479604195004785641163174095600451878e-3
256,9.9601447812693466215029069689802272255728630750199684224464784009e-1,3.9855218730653378497093031019772774427136924980031577553521599059e-3
264,9.9613715547603740894085973903542652341258681643161703367597217037e-1,3.8628445239625910591402609645734765874131835683829663240278296327e-3
272,9.9625251967232171275507713086752000061619514873519637451504878194e-1,3.7474803276782872449228691324799993838048512648036254849512180555e-3
280,9.9636120496998474102323479343734535019538265399524234124304751284e-1,3.6387950300152589767652065626546498046173460047576587569524871622e-3
288,9.9646377440220669668455604998073940358351814598482435642254944657e-1,3.5362255977933033154439500192605964164818540151756435774505534264e-3
296,9.9656072949850408334359111848215814140690861058597272295129073059e-1,3.4392705014959166564088815178418585930913894140272770487092694093e-3
304,9.9665251845418798343902740439931240782956666288742949349477866047e-1,3.3474815458120165609725956006875921704333371125705065052213395324e-3
312,9.9673954303202297839831291103668359907305246491587024435502777440e-1,3.2604569679770216016870889633164009269475350841297556449722255997e-3
320,9.9682216441973902675460833408351453995126677153868147500483352944e-1,3.1778355802609732453916659164854600487332284613185249951664705569e-3
328,9.9690070822308267447643137333726580747789928598338428356794656343e-1,3.0992917769173255235686266627341925221007140166157164320534365655e-3
336,9.9697546873961501914796512451331220342606223979373947299985860287e-1,3.0245312603849808520348754866877965739377602062605270001413971302e-3
344,9.9704671263125121121048454597990324269039898220912755096150022535e-1,2.9532873687487887895154540200967573096010177908724490384997746486e-3
352,9.9711468209192784473495476196735415384900296252255788538064877088e-1,2.8853179080721552650452380326458461509970374774421146193512291232e-3
360,9.9717959758952701943284599062478056982696535105917667981352262005e-1,2.8204024104729805671540093752194301730346489408233201864773799486e-3
368,9.9724166024732731371062151471637605393919423482873514782850614384e-1,2.7583397526726862893784852836239460608057651712648521714938561600e-3
376,9.9730105391906466154707273176297830872511459892021259180059240477e-1,2.6989460809353384529272682370216912748854010797874081994075952272e-3
384,9.9735794700261019757388815690600542659841104006405327613485608305e-1,2.6420529973898024261118430939945734015889599359467238651439169534e-3
392,9.9741249402987399373387629399582032031701919825901939646161402365e-1,2.5875059701260062661237060041796796829808017409806035383859763459e-3
400,9.9746483706448565633976171948373878242127208216803253856453100181e-1,2.5351629355143436602382805162612175787279178319674614354689981868e-3
408,9.9751510693382061791720433483476847623491522163931611140948317423e-1,2.4848930661793820827956651652315237650847783606838885905168257659e-3
416,9.9756342431782651987480045211981686547026195386805904332712830790e-1,2.4365756821734801251995478801831345297380461319409566728716921049e-3
424,9.9760990071369265527492872416519031958474857311942161981391915838e-1,2.3900992863073447250712758348096804152514268805783801860808416220e-3
432,9.9765463929256607585551570363643109196596608029209513415797480301e-1,2.3453607074339241444842963635689080340339197079048658420251969869e-3
440,9.9769773566214604930158290795962332267517633139841315110450067597e-1,2.3022643378539506984170920403766773248236686015868488954993240279e-3
448,9.9773927854700012919322860632353291402110537182142716639979960243e-1,2.2607214529998708067713936764670859788946281785728336002003975691e-3
456,9.9777935039677250828643685210603673463703662563375861643117881374e-1,2.2206496032274917135631478939632653629633743662413835688211862601e-3
464,9.9781802793104380493955466465132574549663075655834359969570194074e-1,2.1819720689561950604453353486742545033692434416564003042980592555e-3
472,9.9785538262840648601817597643568472784415021481689520431382483835e-1,2.1446173715935139818240235643152721558497851831047956861751616510e-3
480,9.9789148116630546192639208331987874834165798662575738089294873649e-1,2.1085188336945380736079166801212516583420133742426191070512635057e-3
488,9.9792638581732928449059851578857408766239032838444634268956895336e-1,2.0736141826707155094014842114259123376096716155536573104310466366e-3
496,9.9796015480689941992838988991940338412940928783174854598287693568e-1,2.0398451931005800716101100805966158705907121682514540171230643214e-3
504,9.9799284263667312594956925783562642246834110270708513600783328755e-1,2.0071573633268740504307421643735775316588972929148639921667124473e-3
512,9.9802450037743288081562997475686984961129307357246036851524109119e-1,1.9754996225671191843700252431301503887069264275396314847589088081e-3
528,9.9808491429045324896985628364653364204737020201019737896645039421e-1,1.9150857095467510301437163534663579526297979898026210335496057858e-3
544,9.9814174600315303798325712629759404731088019986267187505413968339e-1,1.8582539968469620167428737024059526891198001373281249458603166071e-3
560,9.9819530476746836852986160119462228011425184126448975421933051372e-1,1.8046952325316314701383988053777198857481587355102457806694862793e-3
576,9.9824586524859441854331218877569781061760381066350188882034899489e-1,1.7541347514055814566878112243021893823961893364981111796510051122e-3
592,9.9829367222716770468091637594553093908132383955443412387075792686e-1,1.7063277728322953190836240544690609186761604455658761292420731428e-3
608,9.9833894455481767171861106817483060371354388669808134554365553010e-1,1.6610554451823282813889318251693962864561133019186544563444698986e-3
624,9.9838187849780419982179606199615039254400867030973357223948028304e-1,1.6181215021958001782039380038496074559913296902664277605197169626e-3
640,9.9842265057638091599870289098392997840881660169817661153732180453e-1,1.5773494236190840012971090160700215911833983018233884626781954704e-3
656,9.9846141998641890694879709412740954223299893409906048347410636193e-1,1.5385800135810930512029058725904577670010659009395165258936380701e-3
672,9.9849833067326352028537716481889523385106892953355585074769769202e-1,1.5016693267364797146228351811047661489310704664441492523023079758e-3
688,9.9853351311471720335639995481533963150309455021161796506315239121e-1,1.4664868852827966436000451846603684969054497883820349368476087873e-3
704,9.9856708585964895739172855346110377686489265601249721915323262734e-1,1.4329141403510426082714465388962231351073439875027808467673726644e-3
720,9.9859915686042625332878022997790591516395281186755414503908701143e-1,1.4008431395737466712197700220940848360471881324458549609129885739e-3
736,9.9862982463069242973877264787030486348744101135614652529882505622e-1,1.3701753693075702612273521296951365125589886438534747011749437804e-3
752,9.9865917925462302439015257178041075783663210188446535815558226764e-1,1.3408207453769756098474282195892421633678981155346418444177323581e-3
768,9.9868730326941974369956883563142585796114118321276495197636327786e-1,1.3126967305802563004311643685741420388588167872350480236367221376e-3
784,9.9871427243923290838583036555061790368362475107264136086674752791e-1,1.2857275607670916141696344493820963163752489273586391332524720860e-3
800,9.9874015643578021127612022965340369714487901264360004056612435145e-1,1.2598435642197887238797703465963028551209873563999594338756485482e-3
816,9.9876501943852454417741945663440850013921849003121961673577382720e-1,1.2349805614754558225805433655914998607815099687803832642261727976e-3
832,9.9878892066528650815449365771795172948141425954486033588985480879e-1,1.2110793347134918455063422820482705185857404551396641101451912140e-3
848,9.9881191484251885742994661028161833391748415808528307530817588612e-1,1.1880851574811425700533897183816660825158419147169246918241138768e-3
864,9.9883405262309756723016474283581465168168696051089326863362720884e-1,1.1659473769024327698352571641853483183130394891067313663727911631e-3
880,9.9885538095833712645011571652260159450929593729758609974730151154e-1,1.1446190416628735498842834773984054907040627024139002526984884608e-3
896,9.9887594342997562557394641541828595249716657966455987194270076768e-1,1.1240565700243744260535845817140475028334203354401280572992323208e-3
912,9.9889578054706565372640076037803911999433572550684017414380417414e-1,1.1042194529343462735992396219608800056642744931598258561958258650e-3
928,9.9891493001202355246279926750350261486843072932236191987799851618e-1,1.0850699879764475372007324964973851315692706776380801220014838250e-3
944,9.9893342695951075034703160877275067432610505361504898920814600021e-1,1.0665730404892496529683912272493256738949463849510107918539997893e-3
960,9.9895130417132921944889238116834099962091825752074805460709073376e-1,1.0486958286707805511076188316590003790817424792519453929092662427e-3
976,9.9896859227009421734429138047984035369679859275840772867524657818e-1,1.0314077299057826557086195201596463032014072415922713247534218202e-3
992,9.9898531989408962263119988685246103979035693132860024592936840916e-1,1.0146801059103773688001131475389602096430686713997540706315908368e-3
1008,9.9900151385540461922755207692042820704097679835316486997291185087e-1,9.9848614459538077244792307957179295902320164683513002708814913018e-4
1024,9.9901719928318719160318844093555005146162492773431620027515978457e-1,9.8280071681280839681155906444994853837507226568379972484021542614e-4
1056,9.9904713740805397053106589512137192966119113299652913939020040931e-1,9.5286259194602946893410487862807033880886700347086060979959068699e-4
1088,9.9907530629552273380252938612369257612677462020668623304100021264e-1,9.2469370447726619747061387630742387322537979331376695899978735621e-4
1120,9.9910185823406255780892227098914630846633434982306238659715808346e-1,8.9814176593744219107772901085369153366565017693761340284191653852e-4
1152,9.9912692852536063616382920204183057193536526934310803782468209679e-1,8.7307147463936383617079795816942806463473065689196217531790320646e-4
1184,9.9915063778815455203555322110660486672873221707643527637528004581e-1,8.4936221184544796444677889339513327126778292356472362471995418651e-4
1216,9.9917309389706461772704457666540601399129520094598459170834470028e-1,8.2690610293538227295542333459398600870479905401540829165529971830e-4
1248,9.9919439362214915249340281807428517576120553388175434241239537241e-1,8.0560637785084750659718192571482423879446611824565758760462759055e-4
1280,9.9921462402172108736896034659769306286394033190248782165107396829e-1,7.8537597827891263103965340230693713605966809751217834892603170789e-4
1312,9.9923386363068230659368426196907114554108591102088947766376752756e-1,7.6613636931769340631573803092885445891408897911052233623247243742e-4
1344,9.9925218347855968753391239540161992657884380239244175096168014129e-1,7.4781652144031246608760459838007342115619760755824903831985871518e-4
1376,9.9926964796504865041009880520834211948304289526758302086689296740e-1,7.3035203495134958990119479165788051695710473241697913310703259770e-4
1408,9.9928631561580008288743603936014272812275862811079466296485773879e-1,7.1368438419991711256396063985727187724137188920533703514226121236e-4
1440,9.9930223973713328842763031715908161076056737052932071890127793452e-1,6.9776026286671157236968284091838923943262947067928109872206548163e-4
1472,9.9931746898509952223756799704007448131885460772113444816875365245e-1,6.8253101490047776243200295992551868114539227886555183124634754701e-4
1504,9.9933204786168811750033130347303170206166940454729697836677533624e-1,6.6795213831188249966869652696829793833059545270302163322466375997e-4
1536,9.9934601714882952318787137208470601156431453667897919559777974362e-1,6.5398285117047681212862791529398843568546332102080440222025638003e-4
1568,9.9935941428910552772978502752640170976144682191846624090859632326e-1,6.4058571089447227021497247359829023855317808153375909140367673660e-4
1600,9.9937227372064761151123362857736443995360905292683216941371057078e-1,6.2772627935238848876637142263556004639094707316783058628942921546e-4
1632,9.9938462717252789840555659362535390079678856826028060916692480567e-1,6.1537282747210159444340637464609920321143173971939083307519433251e-4
1664,9.9939650392597482046931325411017485141499916715949023737319421175e-1,6.0349607402517953068674588982514858500083284050976262680578825489e-4
1696,9.9940793104593876794336451899239849613896273614961319708431040015e-1,5.9206895406123205663548100760150386103726385038680291568959984796e-4
1728,9.9941893358686094736681995736474413815422588332057713125351162504e-1,5.8106641313905263318004263525586184577411667942286874648837495980e-4
1760,9.9942953477593685038423934008780706646901528951267825920387247138e-1,5.7046522406314961576065991219293353098471048732174079612752862432e-4
1792,9.9943975617669441671410055538867174048006099422871998820410457680e-1,5.6024382330558328589944461132825951993900577128001179589542320119e-4
1824,9.9944961783531024413772873774416592943752552896650325726822239484e-1,5.5038216468975586227126225583407056247447103349674273177760515525e-4
1856,9.9945913841175216800356720393115730746798760520043294152878055248e-1,5.4086158824783199643279606884269253201239479956705847121944751751e-4
1888,9.9946833529755272232600087398078114843031817776074282325317017821e-1,5.3166470244727767399912601921885156968182223925717674682982179032e-4
1920,9.9947722472177684918617598636299730324150076489890448818672856835e-1,5.2277527822315081382401363700269675849923510109551181327143164561e-4
1952,9.9948582184654173377394040517559904934073945786782192715866236509e-1,5.1417815345826622605959482440095065926054213217807284133763491257e-4
1984,9.9949414085327104607491489505087550408959778205898434607265076882e-1,5.0585914672895392508510494912449591040221794101565392734923117911e-4
2016,9.9950219502071541219177309433773083886478185333909919627992861614e-1,4.9780497928458780822690566226916113521814666090080372007138386286e-4
2048,9.9950999679564168272276782984916634978670503373598913298048182168e-1,4.9000320435831727723217015083365021329496626401086701951817832180e-4
2112,9.9952488917413950775840027625444479826353122314313341331334169228e-1,4.7511082586049224159972374555520173646877685686658668665830771630e-4
2176,9.9953890321960065162741926313894338797255601520375305082561954709e-1,4.6109678039934837258073686105661202744398479624694917438045290744e-4
2240,9.9955211439980297911683097914752157661503671219529732441050691057e-1,4.4788560019702088316902085247842338496328780470267558949308942934e-4
2304,9.9956458977836612677938227720961915166069956307288981630490520474e-1,4.3541022163387322061772279038084833930043692711018369509479525755e-4
2368,9.9957638915284212368069816508929750060090657746542030253732484407e-1,4.2361084715787631930183491070249939909342253457969746267515592696e-4
2432,9.9958756601275020213762571227007064818296813772178978988930179790e-1,4.1243398724979786237428772992935181703186227821021011069820209917e-4
2496,9.9959816834993441382352690032718376560568543544571524559734575666e-1,4.0183165006558617647309967281623439431456455428475440265424334374e-4
2560,9.9960823934713533244210500043761006091486679610792671090667252649e-1,3.9176065286466755789499956238993908513320389207328909332747350534e-4
2624,9.9961781796560627571230195539336046382839226832418859307895978127e-1,3.8218203439372428769804460663953617160773167581140692104021872849e-4
2688,9.9962693944862992113693463069127087672626246487048343984764183610e-1,3.7306055137007886306536930872912327373753512951656015235816389614e-4
2752,9.9963563575464988981648105922684607686119483909904918086805000103e-1,3.6436424535011018351894077315392313880516090095081913194999896729e-4
2816,9.9964393593123415398735243361698936869011097659581709550335582845e-1,3.5606406876584601264756638301063130988902340418290449664417155149e-4
2880,9.9965186643908974635229921338928896276373757082428780664606738554e-1,3.4813356091025364770078661071103723626242917571219335393261445938e-4
2944,9.9965945143374227636478636089414874959922642601455130535116264555e-1,3.4054856625772363521363910585125040077357398544869464883735445421e-4
3008,9.9966671301119578739271359965343871710898292576062493508768442506e-1,3.3328698880421260728640034656128289101707423937506491231557494041e-4
3072,9.9967367142283425696268566340498193302723952354658174405975002453e-1,3.2632857716574303731433659501806697276047645341825594024997546985e-4
3136,9.9968034526396573469386620443498733615514797560897363129662692760e-1,3.1965473603426530613379556501266384485202439102636870337307239744e-4
3200,9.9968675163970488847378264429189091322062045441490252017364753700e-1,3.1324836029511152621735570810908677937954558509747982635246299804e-4
3264,9.9969290631130913729383803168734175709438331452395157091054826770e-1,3.0709368869086270616196831265824290561668547604842908945173229813e-4
3328,9.9969882382560358781455502783145365239018807966349872122739020011e-1,3.0117617439641218544497216854634760981192033650127877260979988763e-4
3392,9.9970451762973164810386328214257138187555936443168443387829955173e-1,2.9548237026835189613671785742861812444063556831556612170044827251e-4
3456,9.9971000017313633119002292803134331192965562434481178054677640865e-1,2.8999982686366880997707196865668807034437565518821945322359134980e-4
3520,9.9971528299839977913768893743503128486591319990700173499516218908e-1,2.8471700160022086231106256496871513408680009299826500483781091906e-4
3584,9.9972037682233571196640967002336437700812425637242100205664840049e-1,2.7962317766428803359032997663562299187574362757899794335159950757e-4
3648,9.9972529160853349038158637602188815613118737119812522474681081443e-1,2.7470839146650961841362397811184386881262880187477525318918557434e-4
3712,9.9973003663238692209532449889591961341932339022135073420242040977e-1,2.6996336761307790467550110408038658067660977864926579757959022797e-4
3776,9.9973462053950066987409654583060356449848152828268531431392207291e-1,2.6537946049933012590345416939643550151847171731468568607792708989e-4
3840,9.9973905139824791549530902443732303878445022884327475806939894775e-1,2.6094860175208450469097556267696121554977115672524193060105224858e-4
3904,9.9974333674715133953925286283039574860099145049845379479230234625e-1,2.5666325284866046074713716960425139900854950154620520769765375467e-4
3968,9.9974748363767264864668923555049846988394872664495056256833849624e-1,2.5251636232735135331076444950153011605127335504943743166150375727e-4
4032,9.9975149867292147290759206421617285553023010650457057568645201700e-1,2.4850132707852709240793578382714446976989349542942431354798300516e-4
4096,9.9975538804273052358235814517567454405346020034395821074040520658e-1,2.4461195726947641764185482432545594653979965604178925959479342382e-4
8192,9.9987780160058865108769148705477020155642992065123883035761364392e-1,1.2219839941134891230851294522979844357007934876116964238635608450e-4
16384,9.9993893025141979129870333004082504143074292692151251259527327934e-1,6.1069748580208701296669959174958569257073078487487404726720661981e-5
32768,9.9996947312999976526865723099796295760364749124845646015180666227e-1,3.0526870000234731342769002037042396352508751543539848193337727623e-5
65536,9.9998473872684314210077339872249976777399974003080950189135530696e-1,1.5261273156857899226601277500232226000259969190498108644693043803e-5
131072,9.9999236994413684373141437508351869712777733253374924376036166283e-1,7.6300558631562685856249164813028722226674662507562396383371689627e-6
262144,9.9999618512732030472320564293841121344438421092797450537854855635e-1,3.8148726796952767943570615887865556157890720254946214514436524026e-6
524288,9.9999809260499280694948691936596894470278542847966164966736829423e-1,1.9073950071930505130806340310552972145715203383503326317057731440e-6
1048576,9.9999904631345969736904676168655659971579214906531900973001468610e-1,9.5368654030263095323831344340028420785093468099026998531389825996e-7
2097152,9.9999952315962823520179212250991444248783408845268243325904420589e-1,4.7684037176479820787749008555751216591154731756674095579411109951e-7
4194304,9.9999976158057810938078510891551248515720688205223827280412376201e-1,2.3841942189061921489108448751484279311794776172719587623798957531e-7
8388608,9.9999988079048990204903256098958223677395226436023299855745474208e-1,1.1920951009795096743901041776322604773563976700144254525791701105e-7
16777216,9.9999994039529762530612224692203696636949648606269726694405852694e-1,5.9604702374693877753077963033630503513937302733055941473057748817e-8
2^25,9.9999997019766259684637608250301680147569442922692207883746009670e-1,2.9802337403153623917496983198524305570773077921162539903301398738e-8
2^26,9.9999998509883489837897816792756497273727389389897362588718072420e-1,1.4901165101621021832072435027262726106101026374112819275798823539e-8
2^27,9.9999999254941838765554223843676161905922390307247447237309726915e-1,7.4505816123444577615632383809407760969275255276269027308543911973e-9
2^28,9.9999999627470943806359395317353972441463242979984428318541422202e-1,3.7252905619364060468264602755853675702001557168145857779769596018e-9
2^29,9.9999999813735478249558462063589308490000863104435768381912820108e-1,1.8626452175044153793641069150999913689556423161808717989250798087e-9
2^30,9.9999999906867740771494782704878923883378000500971229710438470449e-1,9.3132259228505217295121076116621999499028770289561529551196115566e-10
2^31,9.9999999953433870812456502880329655575641918188648216302245895013e-1,4.6566129187543497119670344424358081811351783697754104987483299111e-10
2^32,9.9999999976716935516663086373237495896163369723270163038046487595e-1,2.3283064483336913626762504103836630276729836961953512405143991866e-10
2^33,9.9999999988358467786879641337999111159665837629228466394865010889e-1,1.1641532213120358662000888840334162370771533605134989111161491994e-10
2^34,9.9999999994179233900811692582315474253855689252897004440698502373e-1,5.8207660991883074176845257461443107471029955593014976270910654114e-11
2^35,9.9999999997089616952307526116170081718688302225496056857626308761e-1,2.9103830476924738838299182813116977745039431423736912390127203349e-11
2^36,9.9999999998544808476643860976386540115559410912814453610678738112e-1,1.4551915233561390236134598844405890871855463893212618883674426604e-11
2^37,9.9999999999272404238448124458331257501090096911689539636837280126e-1,7.2759576155187554166874249890990308831046036316271987372786667291e-12
2^38,9.9999999999636202119256528094347520425939138415716321479688000433e-1,3.6379788074347190565247957406086158428367852031199956670985073611e-12
2^39,9.9999999999818101059636609856631979776118263640247843954505714593e-1,1.8189894036339014336802022388173635975215604549428540735223502632e-12
2^40,9.9999999999909050529820448716471350803563061071551620250733956000e-1,9.0949470179551283528649196436938928448379749266044000361262347025e-13
2^41,9.9999999999954525264910774639222232974533293349700478235551706606e-1,4.5474735089225360777767025466706650299521764448293394203018147930e-13
2^42,9.9999999999977262632455528473344687314179397647167156980262067385e-1,2.2737367544471526655312685820602352832843019737932614592563943101e-13
2^43,9.9999999999988631316227800420977469499647623541570375630980181824e-1,1.1368683772199579022530500352376458429624369019818175924170885654e-13
2^44,9.9999999999994315658113909480532949531045872573025867583890053535e-1,5.6843418860905194670504689541274269741324161099464655108584129501e-14
2^45,9.9999999999997157829056957113769511795802649033589106989387050923e-1,2.8421709430428862304882041973509664108930106129490774379175056609e-14
2^46,9.9999999999998578914528479164258510989850499653374103566368885094e-1,1.4210854715208357414890101495003466258964336311149057875426776787e-14
2^47,9.9999999999999289457264239737472193226590937016506887703005292657e-1,7.1054273576026252780677340906298349311229699470734326531333145382e-15
2^48,9.9999999999999644728632119908446705785892464226312982991499553828e-1,3.5527136788009155329421410753577368701700850044617248779049761560e-15
2^49,9.9999999999999822364316059964369723871017064067372378957475816129e-1,1.7763568394003563027612898293593262762104252418387118591397538447e-15
2^50,9.9999999999999911182158029984776134351256824373261768884013103678e-1,8.8817841970015223865648743175626738231115986896322200432158566828e-16
